datetime,open,high,low,close,volume
2026-04-20 20:15:00,1.36437,1.36475,1.36414,1.3645800000000001,443
2026-04-20 20:30:00,1.3645800000000001,1.36463,1.36422,1.36443,734
2026-04-20 20:45:00,1.36444,1.36444,1.36407,1.36408,673
2026-04-20 21:00:00,1.36408,1.36413,1.36367,1.36368,856
2026-04-20 21:15:00,1.36368,1.36384,1.36342,1.36361,732
2026-04-20 21:30:00,1.36361,1.36411,1.36352,1.36407,630
2026-04-20 21:45:00,1.36406,1.3644,1.3639999999999999,1.3643,784
2026-04-20 22:00:00,1.3643,1.36432,1.36389,1.36394,406
2026-04-20 22:15:00,1.36394,1.3642400000000001,1.36392,1.36413,327
2026-04-20 22:30:00,1.36412,1.36426,1.36392,1.36416,645
2026-04-20 22:45:00,1.36415,1.36467,1.36403,1.36464,1323
2026-04-20 23:00:00,1.36464,1.36483,1.36436,1.36448,441
2026-04-20 23:15:00,1.36449,1.36484,1.36448,1.36476,216
2026-04-20 23:30:00,1.36478,1.36502,1.36464,1.36481,279
2026-04-20 23:45:00,1.36482,1.36489,1.3642400000000001,1.36432,1115
2026-04-21 00:00:00,1.36357,1.3642,1.36357,1.36404,72
2026-04-21 00:15:00,1.36404,1.36423,1.36387,1.36411,117
2026-04-21 00:30:00,1.36411,1.36478,1.36411,1.36474,875
2026-04-21 00:45:00,1.36474,1.36477,1.3644,1.3645100000000001,464
2026-04-21 01:00:00,1.3645100000000001,1.3645800000000001,1.36415,1.36438,177
2026-04-21 01:15:00,1.36436,1.3645,1.36436,1.36445,40
2026-04-21 01:30:00,1.36445,1.36464,1.3643399999999999,1.3643399999999999,122
2026-04-21 01:45:00,1.36433,1.36437,1.36375,1.36376,389
2026-04-21 02:00:00,1.36376,1.36413,1.36376,1.36409,275
2026-04-21 02:15:00,1.36409,1.36419,1.36409,1.36419,159
2026-04-21 02:30:00,1.36419,1.36447,1.36418,1.36433,455
2026-04-21 02:45:00,1.36432,1.36446,1.36432,1.36438,391
2026-04-21 03:00:00,1.36439,1.36439,1.36407,1.36414,709
2026-04-21 03:15:00,1.36413,1.3645,1.3639999999999999,1.36448,719
2026-04-21 03:30:00,1.36448,1.36453,1.36426,1.36432,915
2026-04-21 03:45:00,1.36432,1.36442,1.36406,1.36422,628
2026-04-21 04:00:00,1.36422,1.36448,1.36418,1.36442,516
2026-04-21 04:15:00,1.36442,1.36443,1.36418,1.36419,440
2026-04-21 04:30:00,1.36419,1.36429,1.36417,1.36423,373
2026-04-21 04:45:00,1.36423,1.3643,1.36404,1.36422,484
2026-04-21 05:00:00,1.36422,1.36441,1.36422,1.3642699999999999,382
2026-04-21 05:15:00,1.36425,1.3645100000000001,1.36425,1.36433,368
2026-04-21 05:30:00,1.3643399999999999,1.3647,1.3642699999999999,1.36464,391
2026-04-21 05:45:00,1.36464,1.36464,1.36449,1.36455,317
2026-04-21 06:00:00,1.36455,1.36472,1.36446,1.36462,395
2026-04-21 06:15:00,1.3646099999999999,1.3648,1.3645399999999999,1.36467,350
2026-04-21 06:30:00,1.36466,1.36504,1.36459,1.36496,235
2026-04-21 06:45:00,1.36497,1.36497,1.36464,1.36474,302
2026-04-21 07:00:00,1.36475,1.36481,1.36471,1.36475,332
2026-04-21 07:15:00,1.36476,1.3648,1.36464,1.36465,276
2026-04-21 07:30:00,1.36464,1.36476,1.3646,1.36473,260
2026-04-21 07:45:00,1.36472,1.36472,1.36464,1.36472,261
2026-04-21 08:00:00,1.36472,1.36474,1.36436,1.36441,666
2026-04-21 08:15:00,1.36441,1.36442,1.3642699999999999,1.36437,375
2026-04-21 08:30:00,1.36437,1.3645,1.36428,1.36446,174
2026-04-21 08:45:00,1.36446,1.36483,1.3644,1.36482,181
2026-04-21 09:00:00,1.36483,1.3651,1.36462,1.36463,453
2026-04-21 09:15:00,1.36463,1.3649499999999999,1.36456,1.3647,427
2026-04-21 09:30:00,1.36469,1.36482,1.36456,1.36459,533
2026-04-21 09:45:00,1.36459,1.3647,1.36447,1.36468,563
2026-04-21 10:00:00,1.36468,1.36489,1.3643100000000001,1.36486,764
2026-04-21 10:15:00,1.3648500000000001,1.3648500000000001,1.36457,1.36478,416
2026-04-21 10:30:00,1.36478,1.36507,1.36468,1.3648500000000001,435
2026-04-21 10:45:00,1.36486,1.36547,1.36473,1.36547,867
2026-04-21 11:00:00,1.36547,1.36628,1.36531,1.36628,1071
2026-04-21 11:15:00,1.36628,1.36628,1.36558,1.36586,693
2026-04-21 11:30:00,1.36585,1.3659,1.36539,1.36544,909
2026-04-21 11:45:00,1.36543,1.36582,1.3654,1.36568,475
2026-04-21 12:00:00,1.36568,1.36611,1.36559,1.36608,561
2026-04-21 12:15:00,1.36608,1.36615,1.3655,1.36599,504
2026-04-21 12:30:00,1.36599,1.36599,1.36569,1.36578,530
2026-04-21 12:45:00,1.36577,1.36602,1.36563,1.36598,636
