Id,Date,Time,Name,Impact,Currency,Actual,Deviation,Consensus,Previous,Sentiment
9ab0b16c-62a3-42d8-98c5-1d707f85e5c9,01/01/2020,00:00,New Year's Day,NONE,EUR,,,,,ALL DAY
c1b7574e-db4d-4316-bbe6-54d72df7be9a,01/01/2020,00:00,New Year’s Day,NONE,RON,,,,,ALL DAY
8637f8ff-db91-47fe-a3ae-7fea6a76b8eb,01/01/2020,00:00,New Year's Day,NONE,RUB,,,,,ALL DAY
a3c82dea-aa30-41c9-9f7a-491dd747a216,01/01/2020,00:00,New Year's Day,NONE,TRY,,,,,ALL DAY
0598b04d-6678-4ad6-9e5a-3b857492d8a5,01/01/2020,00:30,API Weekly Crude Oil Stock,LOW,USD,-7.8M,-,-,-7.9M,
acbec258-6634-4980-aad2-c431c05b36ae,01/01/2020,01:00,New Year's Day,NONE,DKK,,,,,ALL DAY
865c8fb2-e6d0-4e44-8d46-eb6fcb3b2a31,01/01/2020,01:00,New Year's Day,NONE,EUR,,,,,ALL DAY
8b1f9141-e711-446a-87de-ec236c891121,01/01/2020,01:00,New Years Day,NONE,ZAR,,,,,ALL DAY
a474cc4b-f826-4e4e-86f3-fece84813efa,01/01/2020,02:00,New Year's Day,NONE,EUR,,,,,ALL DAY
5f9dedf6-792e-4e18-9cd2-4216b362e0f6,01/01/2020,02:00,New Year's Day,NONE,EUR,,,,,ALL DAY
dcb49f80-b77b-403d-ac7f-9cff1cd96b27,01/01/2020,02:00,New Year's Day,NONE,CHF,,,,,ALL DAY
314ddefe-75a7-4785-92c2-9a1b49c402bc,01/01/2020,02:00,New Year's Day,NONE,EUR,,,,,ALL DAY
89ee61ff-e2e0-46b8-9f79-084be7709454,01/01/2020,02:00,New Year's Day,NONE,EUR,,,,,ALL DAY
74324671-e956-484d-be33-28e0fbbd1131,01/01/2020,02:00,New Year's Day,NONE,HUF,,,,,ALL DAY
30259263-394d-4abf-92da-1e3e26ab5a8f,01/01/2020,02:00,New Year's Day,NONE,EUR,,,,,ALL DAY
319e283b-5290-4d24-8d1e-ce17a3f4f19d,01/01/2020,02:00,New Year's Day,NONE,EUR,,,,,ALL DAY
6adcde76-9432-4291-a075-fed63fdba2ff,01/01/2020,02:00,New Year's Day,NONE,NOK,,,,,ALL DAY
6f673471-a8a6-45c2-b578-2901f7480ba6,01/01/2020,02:00,New Year's Day,NONE,PLN,,,,,ALL DAY
e43ebeba-f50b-4420-a3db-bf56a00b10fc,01/01/2020,02:00,New Year's Day,NONE,SEK,,,,,ALL DAY
dcdcae1d-e2bb-4820-aa4d-f06d562b836f,01/01/2020,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
f5d0efa6-2413-4721-8e7e-a865b0514b02,01/01/2020,03:00,New Year's Day,NONE,ISK,,,,,ALL DAY
49ad4641-a948-4366-8c1d-7d92a5071590,01/01/2020,03:00,Trade Balance (Dec) PREL,LOW,KRW,$2B,-,-,$3.34B,
d503af94-a467-4e21-93a7-34a914e5e0b6,01/01/2020,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
aa3882b2-87c4-41bc-a97b-b8fdbbf9ae93,01/01/2020,03:00,New Year's Day,NONE,GBP,,,,,ALL DAY
49775fdb-3705-4bab-8663-4108e1f62235,01/01/2020,06:00,New Year's Day,NONE,BRL,,,,,ALL DAY
73aa4191-574d-43f1-ba20-0e276be83857,01/01/2020,07:00,New Year's day,NONE,CLP,,,,,ALL DAY
c5b01333-fb1d-4a42-af03-0b8ecfccd1b2,01/01/2020,08:00,New Year's Day,NONE,CAD,,,,,ALL DAY
11eeb457-795f-4cbc-81e5-feca7fadddf2,01/01/2020,08:00,New Year's Day,NONE,COP,,,,,ALL DAY
f836b252-2ae0-402e-8377-2f2455826a8b,01/01/2020,08:00,New Year's Day,NONE,USD,,,,,ALL DAY
daf03835-151f-4161-85d5-6a99e42d5f74,01/01/2020,09:00,New Year's Day,NONE,MXN,,,,,ALL DAY
