Id,Date,Time,Name,Impact,Currency,Actual,Deviation,Consensus,Previous,Sentiment
a1b340f5-3232-40fa-84cd-4ecc12081cbe,01/01/2015,03:00,Martin Miguel de Guemes day,NONE,ARS,,,,,ALL DAY
da9bce0a-576c-4d71-87cf-fa01adbb7af2,01/01/2015,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
7acae0c7-0c50-4dbf-8daf-b51a27a98288,01/01/2015,03:00,New Year's Day,NONE,AUD,,,,,ALL DAY
c6ca9f7a-566e-4ed3-bc6e-bad6311b3bfe,01/01/2015,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
05027b4e-4e1f-4e04-b6f4-b45871ba3832,01/01/2015,03:00,New Year's Day,NONE,BRL,,,,,ALL DAY
45f9a04c-1252-441f-bbf5-6c4b2906dd35,01/01/2015,03:00,New Year's Day,NONE,CAD,,,,,ALL DAY
dd5bc62f-a184-489c-ae65-2a992e306fee,01/01/2015,03:00,New Year's Day,NONE,CHF,,,,,ALL DAY
b6c40b08-b27f-4364-bbcd-20977b0114a6,01/01/2015,03:00,New Year's day,NONE,CLP,,,,,ALL DAY
6dc42367-5511-448b-8e88-35a91b61e647,01/01/2015,03:00,New Year's Day,NONE,CNY,,,,,ALL DAY
2d80ad62-88ff-497a-92cb-5441c74385a8,01/01/2015,03:00,New Year's Day,NONE,COP,,,,,ALL DAY
77fcf075-1bb9-46fa-a02b-1789b89d8502,01/01/2015,03:00,Restoration Day of the Independent Czech State,NONE,CZK,,,,,ALL DAY
605f7f5d-e808-4815-a6d8-76081866ae12,01/01/2015,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
b56064a1-d785-4da6-ad88-e1efc6c65897,01/01/2015,03:00,New Year's Day,NONE,DKK,,,,,ALL DAY
baca248a-f577-481a-95b9-5a4048f86887,01/01/2015,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
9774653c-4e0c-4530-beb5-33e09ec6759b,01/01/2015,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
ee96ef57-bc58-4bab-a28a-eaf9ea4a3034,01/01/2015,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
13481285-b838-4420-87a7-493f22ff9fdf,01/01/2015,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
dbbcc8cc-af2e-4577-8160-2495cd55b787,01/01/2015,03:00,New Year's Day,NONE,HKD,,,,,ALL DAY
1605949a-de41-4de2-98ac-85843d924c57,01/01/2015,03:00,New Year's Day,NONE,HUF,,,,,ALL DAY
b4af448f-2675-41c7-ac28-ac3ad7265d2f,01/01/2015,03:00,New Year's Day,NONE,IDR,,,,,ALL DAY
b170ed51-cf8f-4503-98f2-4e0aace143fb,01/01/2015,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
1346086c-f3f2-44db-aea9-5df9aed9d702,01/01/2015,03:00,New Year's Day,NONE,ISK,,,,,ALL DAY
fe17082b-7cf2-41f7-8029-ec8f4d15ed6f,01/01/2015,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
dc3c2a44-d559-4484-9a6c-e8c28b454519,01/01/2015,03:00,New Year's Day,NONE,JPY,,,,,ALL DAY
7b09df96-6634-4b7e-9b33-95c2b273d809,01/01/2015,03:00,New Year's Day,NONE,KRW,,,,,ALL DAY
daecc257-e994-441d-82d8-d47fa22dbe73,01/01/2015,03:00,New Year's Day,NONE,MXN,,,,,ALL DAY
144bb9ba-c790-42e5-971a-576452ae034b,01/01/2015,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
717b631c-968c-413d-a3de-1a1e5a8d25ae,01/01/2015,03:00,New Year's Day,NONE,NOK,,,,,ALL DAY
c0ddf980-78d3-4add-ac85-9c8c9de6303b,01/01/2015,03:00,New Year's Day,NONE,NZD,,,,,ALL DAY
3f8aa691-1d47-4b9c-907a-1bcf5729baa0,01/01/2015,03:00,New Year's Day,NONE,PLN,,,,,ALL DAY
9ae4e66a-ae71-4080-8c90-da350a7ebd2a,01/01/2015,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
4041f3e9-4e49-45b5-9e6f-cef54c5d81c3,01/01/2015,03:00,New Year’s Day,NONE,RON,,,,,ALL DAY
049959ef-99fd-4d53-9e25-4529c01c0701,01/01/2015,03:00,New Year's Day,NONE,RUB,,,,,ALL DAY
b853772f-eeed-4741-81d6-5291ac964388,01/01/2015,03:00,New Year's Day,NONE,SEK,,,,,ALL DAY
608832d7-0743-4500-aa05-23704a4ae5e9,01/01/2015,03:00,New Year's Day,NONE,SGD,,,,,ALL DAY
f7a89130-844a-4470-b2b6-b772d994e771,01/01/2015,03:00,All Saints' Day,NONE,EUR,,,,,ALL DAY
d88b6379-1f11-4f44-b75b-6ad0800b3368,01/01/2015,03:00,Day of the Establishment of the Slovak Republic,NONE,EUR,,,,,ALL DAY
cacbedef-1e5e-4a55-88e0-dc264d48c88a,01/01/2015,03:00,New Year's Day,NONE,GBP,,,,,ALL DAY
1e7fc1fb-c076-449f-be42-efcf2ddca6ca,01/01/2015,03:00,New Year's Day,NONE,USD,,,,,ALL DAY
4dee3fff-fdc7-4f35-91bf-4cbe8a9d8b61,01/01/2015,03:00,New Years Day,NONE,ZAR,,,,,ALL DAY
269e15e4-c9c8-40ee-98e0-33afe0cd6287,01/01/2015,04:00,NBS Manufacturing PMI (Dec),MEDIUM,CNY,50.3,0.86,50.1,50.3,
4b03b63c-a045-43b5-ad39-84374a08fea1,01/01/2015,04:00,NBS Non-Manufacturing PMI (Dec),MEDIUM,CNY,54.1,-,-,53.9,
46efafca-fb11-4d29-b68c-2158f549cd69,01/01/2015,N/A,Foreign Exchange Reserves (QoQ) (Q4),LOW,CNY,-,-,-,¥3.154T,
3a64633d-a1bd-4110-8f5b-4c24c71c6392,01/01/2015,09:00,EU Extraordinary Economic Summit,HIGH,EUR,-,-,-,-,
7cc87f8a-1de1-4845-a4e7-d292870f7f88,01/01/2015,16:30,Retail Sales Control Group (Dec),MEDIUM,USD,-0.4%,-,-,-,
ab58b2b6-928e-47fa-8c06-b7f206f447ef,01/02/2015,03:00,New Years Holiday,NONE,CNY,,,,,ALL DAY
5541049a-62fe-4655-a4e5-176b75c630fb,01/02/2015,03:00,Bank Holiday,NONE,JPY,,,,,ALL DAY
ce732180-0fd5-4c40-96b3-2c7031c94d5d,01/02/2015,03:00,S&P Global Manufacturing PMI (Dec),LOW,KRW,-,-,-,-,
b6d3b4cf-614a-431a-a873-0076f434c9e0,01/02/2015,03:00,Day after New Year's Day,NONE,NZD,,,,,ALL DAY
7f02a5bc-5f2c-42b5-8ba7-01b0a0220cba,01/02/2015,03:00,Day after New Year's Day,NONE,RON,,,,,ALL DAY
4e8961d4-1031-475e-a6ba-8db5136eef13,01/02/2015,03:00,Bank holiday,NONE,RUB,,,,,ALL DAY
61fbb3d3-b879-4a62-ba8b-1ef2b3fd8630,01/02/2015,05:00,Core Inflation (YoY) (Dec),LOW,IDR,4.93%,-,-,4.21%,
fe2e394e-0682-495e-a9f7-9f534b9e030d,01/02/2015,07:00,Inflation (MoM) (Dec),LOW,IDR,2.46%,-,-,1.5%,
70030523-86a2-4121-87e1-4a8c7c8625dc,01/02/2015,07:00,Inflation (YoY) (Dec),LOW,IDR,8.36%,-,-,6.23%,
7dafc365-fad9-4c35-8837-4f5b7028f016,01/02/2015,07:15,Exports (Nov),LOW,IDR,-14.57%,-,-,-2.21%,
3127a092-f644-4b13-aa24-695f22c87bd2,01/02/2015,07:15,Imports (Nov),LOW,IDR,-7.31%,-,-,0.23%,
f863d134-6240-439c-bcef-c03a6b569183,01/02/2015,07:15,Trade Balance (Nov),LOW,IDR,$-0.42B,-,-,$0.02B,
97b72664-346e-4cc6-8948-ddb999a86e11,01/02/2015,08:30,RBA Commodity Index SDR (YoY) (Dec),LOW,AUD,-21.2%,-,-,-19.4% ,
79b034c4-baf9-4e5e-b1fa-1cba9911e493,01/02/2015,09:00,AIB Manufacturing PMI (Dec),LOW,EUR,-,-,-,-,
8bd900d0-2af5-4fb6-9873-c93150091704,01/02/2015,10:30,Manufacturing PMI (Dec),LOW,SEK,55.4,-,-,52.7,
551a364f-0394-4dc0-b7ed-656597d2e448,01/02/2015,11:15,HCOB Manufacturing PMI (Dec),LOW,EUR,-,-1.21,54.9,-,
e27d12a7-bcd3-4bd0-9a10-a8c1b145aad6,01/02/2015,11:30,S&P Global PMI (Dec),LOW,CZK,-,-,-,-,
10ca6171-bc2f-458d-9fe7-a341ff990f3d,01/02/2015,11:45,HCOB Manufacturing PMI (Dec),LOW,EUR,-,4.16,49.6,-,
60d67149-ad21-4f3a-940b-588bab96251b,01/02/2015,11:50,HCOB Manufacturing PMI (Dec),LOW,EUR,-,-,-,-,
7dc927c1-a9cb-4b5a-a0f7-7db7780190d1,01/02/2015,11:55,HCOB Manufacturing PMI (Dec),MEDIUM,EUR,-,0.00,51.2,-,
e7bd1cb8-33bb-40a7-9bf7-46a1ef38a3f4,01/02/2015,12:00,HCOB Manufacturing PMI (Dec),MEDIUM,EUR,-,-0.45,50.8,-,
45bc6a98-ccd2-45a4-aa5b-82e916c8173c,01/02/2015,12:00,S&P Global Manufacturing PMI (Dec),LOW,EUR,-,-,-,-,
44d61b2c-1c5d-4190-9386-c04ef0b86e5c,01/02/2015,12:00,Unemployment (Dec),LOW,EUR,393.7K,-,-,331.8K,
a01c1721-c354-4b31-96cb-4631d6ba4f1b,01/02/2015,12:00,Unemployment Rate (Dec),LOW,EUR,10.2%,-,-,8.7%,
4293a48d-27a4-4861-bb89-1d913b17e7e7,01/02/2015,12:30,Consumer Credit (Nov),MEDIUM,GBP,£1.233B,1.09,£1B,£1.056B,
11419bd3-bf60-438c-941d-306d323b9bb7,01/02/2015,12:30,M4 Money Supply (MoM) (Nov),LOW,GBP,0.1%,-,-,-0.6% ,
86488f95-a5fe-424e-a599-88af00a20c11,01/02/2015,12:30,M4 Money Supply (YoY) (Nov),LOW,GBP,-2.7%,-,-,-2.6%,
