Id,Date,Time,Name,Impact,Currency,Actual,Deviation,Consensus,Previous,Sentiment
da3343b2-1c38-4134-9674-8266650be375,01/01/2013,03:00,New Year's Day,NONE,AED,,,,,ALL DAY
e49fea75-25af-4696-8642-83747808cc8e,01/01/2013,03:00,Martin Miguel de Guemes day,NONE,ARS,,,,,ALL DAY
fba6be86-1ddf-42eb-b031-b58f8c82becf,01/01/2013,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
048f4666-9567-40a6-b776-73ddb0b18061,01/01/2013,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
0324a4a7-b697-45c3-b83f-f49cd68a4f2e,01/01/2013,03:00,New Year's Day,NONE,BRL,,,,,ALL DAY
5da9d0d9-fa41-4425-9b95-d907446ef60a,01/01/2013,03:00,New Year's Day,NONE,CAD,,,,,ALL DAY
8ea119b6-7628-4c7f-ae72-64a4cf233540,01/01/2013,03:00,New Year's Day,NONE,CHF,,,,,ALL DAY
a4cb8cf2-069f-4eed-b9d8-77092ada649e,01/01/2013,03:00,New Year's day,NONE,CLP,,,,,ALL DAY
fa80b348-9081-417e-81ad-150b4823e65b,01/01/2013,03:00,New Year's Day,NONE,CNY,,,,,ALL DAY
7c0d3ca1-d90f-4471-96b8-75e58398f0c8,01/01/2013,03:00,New Year's Day,NONE,COP,,,,,ALL DAY
214eda9a-e4c2-49f8-9447-17a9dc57c0ea,01/01/2013,03:00,Restoration Day of the Independent Czech State,NONE,CZK,,,,,ALL DAY
ffc1f87b-b576-474d-8979-c3962ee7786b,01/01/2013,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
e5c1ec81-5a20-477c-bc3b-0040b30d5f98,01/01/2013,03:00,New Year's Day,NONE,DKK,,,,,ALL DAY
fa216e37-d24d-473a-9477-80af1ed75fe9,01/01/2013,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
7d892251-43b2-4cb3-aeb2-f685a0a7515d,01/01/2013,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
49c180c9-77ef-43b2-9a23-28ddc66f5ad7,01/01/2013,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
1c2968e4-8585-4ea6-9244-3c1a10f69b55,01/01/2013,03:00,New Year's Day,NONE,HKD,,,,,ALL DAY
0bbe11f4-0287-4931-9a7a-bb9d28b74aa4,01/01/2013,03:00,New Year's Day,NONE,HUF,,,,,ALL DAY
335fb19c-58fa-43d0-9980-a296d8529a1e,01/01/2013,03:00,New Year's Day,NONE,IDR,,,,,ALL DAY
17c4c3c7-e349-47ae-a2a8-00d3f0fe2f18,01/01/2013,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
4014e1db-4b98-4906-8a42-e805a0c9b1f5,01/01/2013,03:00,New Year's Day,NONE,ISK,,,,,ALL DAY
a36638e7-27b8-4dbb-8e7c-ad0c63347a61,01/01/2013,03:00,New Year's Day,NONE,JPY,,,,,ALL DAY
5ac70c08-aa40-4407-b027-d310155dbfc7,01/01/2013,03:00,New Year's Day,NONE,KRW,,,,,ALL DAY
1adf2df4-6602-4b0a-9533-ee0687474c5e,01/01/2013,03:00,Trade Balance (Dec),LOW,KRW,$2.2B,-,-,$1.92B,
a676496f-567d-4e44-914b-6e0ed4f97c4d,01/01/2013,03:00,New Year's Day,NONE,MXN,,,,,ALL DAY
941c4dfc-0bb9-4d95-a3de-cb4c25e88061,01/01/2013,03:00,New Year's Day,NONE,EUR,,,,,ALL DAY
0ef3f899-6249-42ce-b541-64a7529203e1,01/01/2013,03:00,New Year's Day,NONE,NOK,,,,,ALL DAY
fad1df8e-d542-4e22-9d58-0c9518fbcfe3,01/01/2013,03:00,New Year's Day,NONE,NZD,,,,,ALL DAY
479e2d0f-e008-4dad-a557-41cb375f7f80,01/01/2013,03:00,New Year's Day,NONE,PLN,,,,,ALL DAY
dcc0318f-ae9c-465c-a4cc-1398b9f2b6d9,01/01/2013,03:00,New Year’s Day,NONE,RON,,,,,ALL DAY
