event,time,tWick15,body15,bWick15,tWick14,body14,bWick14,tWick13,body13,bWick13,tWick12,body12,bWick12,tWick11,body11,bWick11,tWick10,body10,bWick10,tWick9,body9,bWick9,tWick8,body8,bWick8,tWick7,body7,bWick7,tWick6,body6,bWick6,tWick5,body5,bWick5,tWick4,body4,bWick4,tWick3,body3,bWick3,tWick2,body2,bWick2,tWick1,body1,bWick1,target,targetSimple,target1,target2
HCOB Composite PMI,2023.06.23 11:00,5,-64,6,12,-5,2,6,-11,2,2,18,0,1,19,7,17,37,4,16,-15,1,17,-9,6,2,12,12,14,6,6,0,0,23,12,-15,6,19,4,10,0,-29,5,7,6,4,N,N,N,N
ECB's President Lagarde speech,2023.06.26 22:00,0,0,5,5,0,2,3,5,0,7,0,0,1,8,0,3,-3,0,0,-1,0,0,-5,0,1,-1,4,4,4,3,1,7,0,1,0,1,0,-5,0,5,0,1,0,-13,0,N,N,N,N
ECB's President Lagarde speech,2023.06.27 11:00,4,-8,1,1,9,5,4,-9,5,5,4,1,3,-2,8,0,-5,18,6,8,2,4,10,9,4,5,1,6,19,0,0,-19,1,4,-14,0,0,-18,2,10,11,8,2,7,8,N,N,N,N
ECB's President Lagarde speech,2023.06.28 16:30,3,1,3,10,11,2,0,16,2,4,-5,4,4,15,0,2,-11,4,5,22,6,6,3,9,2,81,0,11,-45,5,7,1,18,15,14,3,2,-10,6,12,-9,0,11,-10,4,U,U,U,U
Bank Stress Test Results,2023.06.28 23:30,0,-1,0,0,0,0,1,0,0,1,0,0,0,-19,1,0,-2,2,1,4,0,1,1,0,1,-2,1,2,2,0,0,1,2,0,-1,1,1,0,2,0,2,1,0,-3,0,N,N,N,N
Fed's Chair Powell speech,2023.06.29 09:30,4,-4,6,2,-5,5,1,-11,7,5,7,0,3,9,7,5,1,7,0,-18,2,1,19,1,4,-9,7,0,8,3,11,6,4,2,-8,7,1,47,0,0,-7,7,5,1,6,N,N,N,N
Consumer Price Index,2023.06.29 15:00,0,22,2,0,-5,6,5,-6,0,5,1,5,10,0,0,1,-29,2,7,9,0,4,12,2,4,0,7,7,-2,7,1,1,1,0,7,0,2,-15,0,0,-3,3,4,9,0,N,N,N,N
Gross Domestic Product Annualized,2023.06.29 15:30,4,-5,3,2,10,0,3,4,5,3,-8,3,0,-8,9,1,-112,36,13,-70,44,21,-86,27,1,-4,47,0,-22,27,10,-12,23,14,-59,0,5,57,17,3,9,15,0,36,23,4D,D,4D,4D
Retail Sales,2023.06.30 09:00,8,-8,0,0,-30,3,2,-11,1,2,0,15,5,4,1,0,-11,15,8,-3,3,1,-17,2,7,-11,1,3,-5,1,2,-1,11,15,5,0,3,-10,1,0,-10,2,4,-7,4,N,N,N,N
Core Harmonized Index of Consumer Prices,2023.06.30 12:00,4,1,14,10,2,1,0,-16,4,4,-3,11,4,4,6,4,12,29,4,12,0,8,-1,9,9,-6,5,6,22,1,9,0,8,0,0,16,5,2,2,3,2,4,0,4,1,N,N,N,N
Core Personal Consumption Expenditures - Price Index,2023.06.30 15:30,2,9,1,9,14,0,0,-19,2,0,-14,3,5,-4,9,24,85,5,28,-33,6,4,29,0,1,42,0,10,26,4,14,-2,8,24,-7,5,20,29,0,7,6,8,5,-19,13,U,U,U,U
ISM Manufacturing PMI,2023.07.03 17:00,7,-26,8,8,2,6,1,9,19,0,-17,5,5,10,2,45,147,0,49,-11,0,6,-30,12,44,18,0,17,-10,12,0,-26,17,8,-8,3,31,4,1,27,1,14,9,-4,8,2U,U,2U,2U
FOMC Minutes,2023.07.05 21:00,1,-3,1,2,-7,1,1,8,0,1,-3,0,0,11,8,14,6,6,21,30,2,7,-1,6,6,6,9,3,1,12,7,-9,0,0,-20,1,0,0,10,0,26,0,6,-3,1,N,N,N,N
Retail Sales,2023.07.06 12:00,12,2,6,11,-1,1,15,-1,0,2,8,8,0,-9,6,1,-14,8,2,7,4,13,-13,0,2,-6,9,3,-2,12,2,0,14,6,8,2,6,37,1,0,-13,3,0,15,2,N,N,N,N
ADP Employment Change,2023.07.06 15:15,0,-14,20,1,19,3,10,-7,2,9,-7,6,0,-8,13,0,-172,52,8,-44,7,3,-111,2,5,29,31,4,19,17,6,-25,36,16,-26,4,12,27,1,9,29,7,9,22,5,3D,D,3D,3D
ISM Services PMI,2023.07.06 17:00,0,9,19,14,10,6,3,16,12,2,5,5,2,-26,7,0,-122,47,1,-31,4,14,95,1,4,-91,1,13,39,19,0,-68,9,3,-36,15,7,-78,3,8,-41,4,10,-16,19,3D,D,3D,3D
Average Hourly Earnings,2023.07.07 15:30,6,22,0,10,-21,1,0,26,8,3,-17,8,25,34,6,148,156,9,34,57,9,42,28,2,6,43,15,1,85,7,35,3,10,8,55,17,11,-102,1,29,-51,9,32,13,5,5U|D,U,5U|D,5U|D
ECB's President Lagarde speech,2023.07.07 19:45,3,2,8,1,2,5,0,-11,2,6,7,3,0,11,5,11,3,8,3,-8,5,1,-10,5,5,0,5,2,3,1,5,11,2,1,-4,2,2,3,9,1,5,1,2,7,5,N,N,N,N
Harmonized Index of Consumer Prices,2023.07.11 09:00,2,-20,1,3,-25,0,7,-10,0,0,-17,1,1,1,11,9,74,0,19,27,7,5,-14,7,0,25,8,0,-9,8,1,-6,5,0,-1,14,14,-21,0,6,4,4,1,-4,11,U,U,U,U
Consumer Price Index,2023.07.12 15:30,1,1,6,4,12,0,2,-14,0,3,-38,5,35,2,28,17,410,14,46,-35,29,5,46,23,11,-62,0,36,-37,17,4,58,3,3,59,0,34,-3,22,5,60,9,1,-35,14,4U|D|U,U,4U|D|U,4U|D|U
Producer Price Index ex Food & Energy,2023.07.13 15:30,2,-29,11,13,-3,8,1,2,13,4,-29,3,15,36,1,68,42,40,7,-134,3,8,-12,34,34,-25,0,28,-12,4,21,27,20,9,-31,0,1,2,17,9,23,7,11,36,4,U|D,U,U|D,U|D
Michigan Consumer Sentiment Index,2023.07.14 17:00,10,18,4,13,4,8,0,16,5,14,7,0,2,-29,13,0,-150,53,15,-41,35,24,22,44,10,-39,11,6,20,42,12,9,21,1,7,48,24,42,9,11,-26,7,16,50,7,2D,D,2D,2D
ECB's President Lagarde speech,2023.07.17 11:15,14,-3,3,0,16,0,6,-3,3,3,-5,2,2,16,1,1,-4,3,6,0,0,1,13,2,3,-14,1,5,-20,5,0,-18,6,5,20,0,8,-2,1,0,-12,5,1,8,0,N,N,N,N
Retail Sales,2023.07.18 15:30,11,-26,5,4,-13,6,0,17,0,2,-9,8,14,1,12,107,112,30,31,-118,5,15,-129,7,8,-29,46,40,-28,11,19,54,26,22,3,52,0,25,40,29,16,6,0,-73,1,2U|2D,U,2U|2D,2U|2D
HCOB Composite PMI,2023.07.24 10:30,4,22,0,13,5,7,0,-20,0,7,-9,0,16,4,9,0,-274,23,19,-60,11,0,-13,38,19,23,7,4,-107,11,26,-4,14,0,-55,9,22,20,10,21,14,17,0,11,18,4D,D,4D,4D
HCOB Composite PMI,2023.07.24 11:00,1,-3,39,18,5,5,4,0,10,3,-14,0,8,25,3,66,-9,1,16,-4,33,20,-21,20,0,20,20,0,-24,12,0,-13,2,13,-1,2,9,0,9,6,29,4,5,19,12,N,N,N,N
S&P Global Manufacturing PMI,2023.07.24 16:45,1,45,8,4,1,10,11,18,2,2,-8,8,5,-6,15,37,36,112,50,14,21,0,-16,42,10,-39,5,13,12,61,12,-56,11,12,-24,13,16,-14,27,2,-39,9,13,2,12,2D,D,2D,2D
ECB Bank Lending Survey,2023.07.25 11:00,5,-11,1,3,-40,8,16,7,0,6,-28,1,4,13,0,3,-83,68,37,-68,0,6,49,9,11,53,1,0,-38,9,17,-9,1,9,-10,5,28,5,0,27,17,0,3,-23,2,D,D,D,D
Fed Interest Rate Decision,2023.07.26 21:00,1,1,5,0,-2,10,0,-19,2,5,-12,1,0,-25,0,0,196,13,0,-59,102,64,-9,21,18,-18,16,10,6,32,70,2,3,8,-1,25,31,-14,1,14,46,0,0,-32,15,U|D,U,U|D,U|D
FOMC Press Conference,2023.07.26 21:30,1,-4,11,3,-27,8,9,20,1,13,-16,2,6,11,13,14,-23,1,22,38,32,41,-2,18,12,-3,45,0,-12,10,18,155,1,43,-58,20,36,32,18,21,-13,38,10,160,21,2U,U,2U,2U
ECB Main Refinancing Operations Rate,2023.07.27 15:15,5,10,0,3,-2,8,8,7,4,5,1,8,31,15,1,13,-85,38,29,-82,0,14,-65,4,50,51,9,17,-42,2,13,-36,2,31,-4,30,18,48,0,3,23,7,7,-15,14,2D|U|D,D,2D|U|D,2D|U|D
Gross Domestic Product Annualized,2023.07.27 15:30,0,-52,4,25,-26,4,2,-19,27,15,-14,1,10,-14,4,10,-70,102,0,-24,53,5,-113,21,4,107,7,9,-36,10,1,-35,30,0,67,5,6,-35,4,9,46,13,17,2,3,2D|U|D,D,2D|U|D,2D|U|D
ECB Press Conference,2023.07.27 15:45,11,19,10,7,-83,21,31,1,20,1,44,17,18,-2,35,10,-48,16,59,-12,1,11,27,22,27,24,15,1,-116,13,0,-55,23,7,-81,12,36,-19,2,26,2,45,5,12,34,2D,D,2D,2D
Gross Domestic Product,2023.07.28 11:00,12,6,5,2,-41,6,5,-5,37,0,31,0,3,13,8,14,13,0,6,13,4,25,8,8,11,-16,6,0,-21,20,0,-21,7,2,59,5,2,-11,11,9,7,1,10,7,9,N,N,N,N
Consumer Price Index,2023.07.28 15:00,3,-12,14,7,-12,1,6,-12,0,7,4,0,0,8,7,1,19,0,20,0,1,6,9,9,4,-20,0,0,36,0,1,23,7,12,13,0,1,-48,0,0,-10,2,4,-12,5,N,N,N,N
Core Personal Consumption Expenditures - Price Index,2023.07.28 15:30,0,-16,14,6,23,0,15,2,2,7,10,0,9,-28,20,115,69,5,4,-15,44,53,-12,15,24,-11,11,18,4,10,10,-39,1,16,4,31,24,-6,11,16,28,10,4,-29,8,U|D,U,U|D,U|D
Retail Sales,2023.07.31 09:00,5,-7,2,2,23,0,12,0,3,1,12,0,2,13,7,4,-16,26,2,0,9,0,-11,13,0,-19,2,2,-2,5,8,9,0,17,5,1,1,-11,4,14,2,0,3,0,2,N,N,N,N
Core Harmonized Index of Consumer Prices,2023.07.31 12:00,11,14,0,0,28,0,11,-16,3,1,26,4,22,3,0,18,-24,25,0,30,6,0,-39,0,4,-13,1,3,-17,6,0,-7,14,8,18,1,3,0,8,3,28,3,0,-14,11,N,N,N,N
ISM Manufacturing PMI,2023.08.01 17:00,2,-33,8,3,3,12,0,-7,13,5,7,3,4,-7,9,48,108,24,27,-34,2,13,-27,26,2,51,0,13,-61,2,9,-8,13,6,-18,0,10,-16,4,15,-28,0,9,36,0,U|D,U,U|D,U|D
ADP Employment Change,2023.08.02 15:15,6,-5,1,6,-4,11,1,-8,1,6,-4,1,0,13,5,0,-148,23,30,51,10,8,2,21,0,26,1,14,-17,2,0,-40,18,17,17,0,2,-18,3,4,15,0,4,-19,4,D,D,D,D
ISM Services PMI,2023.08.03 17:00,1,5,17,0,0,15,2,6,7,6,14,5,6,-7,9,6,68,21,0,-43,17,4,-27,23,2,98,0,5,27,14,0,-25,17,10,37,1,4,25,7,30,-22,3,8,-13,20,U,U,U,U
Retail Sales,2023.08.04 12:00,5,1,12,4,-10,0,5,2,4,3,-10,0,0,-6,5,1,-1,13,2,-8,0,5,-6,2,2,16,3,0,-1,5,1,-7,10,1,-8,6,12,8,0,1,-6,2,1,5,1,N,N,N,N
Average Hourly Earnings,2023.08.04 15:30,17,1,8,0,-8,2,1,-15,7,14,-1,7,8,-1,6,67,227,145,38,-18,57,12,31,40,14,-133,1,30,34,35,25,-45,6,42,7,12,20,28,5,3,-5,43,15,-14,40,2U|D,U,2U|D,2U|D
Harmonized Index of Consumer Prices,2023.08.08 09:00,5,10,4,11,7,0,1,13,7,0,14,4,0,14,6,5,-20,6,3,31,1,4,-3,14,1,-3,7,1,-17,2,6,-4,6,0,-16,4,14,1,3,1,-17,2,0,11,6,N,N,N,N
Consumer Price Index,2023.08.10 15:30,3,-16,1,1,9,11,3,-24,1,7,-6,5,40,15,1,52,189,80,27,107,0,64,-62,21,49,-8,57,7,-134,7,62,45,6,18,58,25,39,-38,0,5,-24,30,9,-86,3,4U|2D|U,U,4U|2D|U,4U|2D|U
Producer Price Index ex Food & Energy,2023.08.11 15:30,1,23,0,16,-10,4,0,11,9,16,-22,1,15,14,10,0,-151,0,17,-2,48,40,0,5,6,-56,4,17,-24,10,26,-2,22,9,15,8,19,5,10,36,4,0,17,-69,0,2D,D,2D,2D
Michigan Consumer Sentiment Index,2023.08.11 17:00,0,25,0,18,-4,3,9,2,1,3,0,15,5,12,1,99,39,0,26,-19,27,5,47,8,35,-29,1,26,7,10,19,12,5,4,-51,3,6,12,2,55,-6,6,17,-8,3,U,U,U,U
Retail Sales,2023.08.15 15:30,11,-22,0,5,18,3,7,-14,6,6,6,0,11,0,3,11,-223,8,36,22,41,5,5,64,22,5,12,19,57,4,10,50,3,39,13,27,2,-32,16,11,-39,4,63,0,0,2D|2U,D,2D|2U,2D|2U
Gross Domestic Product s.a.,2023.08.16 12:00,3,2,2,1,7,3,4,1,4,2,-8,3,6,0,5,2,4,11,3,2,7,0,-2,6,1,10,5,1,8,2,0,-29,6,3,2,1,9,3,7,5,1,3,0,13,4,N,N,N,N
FOMC Minutes,2023.08.16 21:00,5,13,0,1,3,0,1,-2,3,3,2,0,6,5,2,0,-33,18,24,16,0,0,-83,1,22,46,6,5,-20,12,4,32,3,0,-29,0,3,2,21,0,-26,4,13,3,5,D,D,D,D
HCOB Composite PMI,2023.08.23 10:30,7,23,3,8,-3,10,0,-17,8,0,-8,9,9,-2,1,0,-276,100,13,-140,3,13,-55,38,19,-57,20,17,49,9,8,-51,2,0,36,26,8,-47,0,2,10,7,21,16,4,5D,D,5D,5D
HCOB Composite PMI,2023.08.23 11:00,1,-7,14,7,29,6,14,-11,0,0,-10,0,1,-17,3,22,36,2,10,-17,4,19,33,0,21,-8,2,5,26,1,4,10,11,3,-21,1,12,1,6,9,3,1,8,-3,7,N,N,N,N
S&P Global Manufacturing PMI,2023.08.23 16:45,1,-8,5,11,4,0,9,-2,5,0,-5,4,13,1,1,28,143,0,20,-34,2,7,34,14,31,15,0,8,-49,0,12,-5,24,12,1,25,30,4,0,4,-39,13,7,-8,13,U,U,U,U
Jackson Hole Symposium,2023.08.24 17:00,5,-10,1,13,0,8,3,8,2,17,7,0,11,-5,8,9,12,0,4,-11,8,4,-2,5,0,-4,22,4,26,0,0,-6,14,2,3,5,0,-36,0,2,17,11,3,-12,12,N,N,N,N
Jackson Hole Symposium,2023.08.25 17:00,11,1,4,4,9,7,0,18,5,7,5,0,4,1,7,47,-12,9,8,6,7,21,35,134,38,181,0,79,16,2,11,-71,0,33,-44,26,26,-62,9,12,-43,24,14,12,18,D|2U|2D,D,D|2U|2D,D|2U|2D
Fed's Chair Powell speech,2023.08.25 17:05,47,-12,9,8,6,7,21,35,134,38,181,0,79,16,2,11,-71,0,33,-44,26,26,-62,9,12,-43,24,14,12,18,15,94,11,35,9,1,2,-38,10,5,136,0,9,14,32,2D|2U,D,2D|2U,2D|2U
ECB's President Lagarde speech,2023.08.25 22:00,7,10,0,6,-9,1,6,-7,3,0,7,0,1,-5,3,5,1,7,0,-3,8,14,-4,1,8,11,4,3,-2,0,2,-8,3,1,-3,0,4,1,1,6,3,1,5,14,0,N,N,N,N
Consumer Price Index,2023.08.30 15:00,3,-7,2,1,13,1,2,-13,0,4,-34,0,3,-11,2,2,-28,3,4,4,13,0,48,0,17,4,5,0,20,0,3,2,9,0,-1,5,0,4,15,5,10,0,10,3,2,N,N,N,N
ADP Employment Change,2023.08.30 15:15,8,23,0,0,16,12,0,-24,0,1,21,7,0,-35,4,37,108,0,1,-38,1,23,-2,15,14,39,1,17,-25,3,12,-4,11,0,-35,11,10,-4,11,15,4,7,5,-11,4,U,U,U,U
Gross Domestic Product Annualized,2023.08.30 15:30,0,32,7,0,36,5,9,13,0,1,-32,8,4,-11,0,3,183,0,16,-9,7,5,50,20,16,-32,22,25,-6,26,15,-43,0,6,41,13,17,1,17,12,5,5,29,-7,13,U,U,U,U
Retail Sales,2023.08.31 09:00,0,-9,1,0,-9,0,0,-2,0,0,8,0,1,1,1,7,-10,10,2,18,4,0,-29,5,8,-16,0,6,-5,1,2,9,2,6,1,7,10,-6,0,3,4,1,0,-12,0,N,N,N,N
Core Harmonized Index of Consumer Prices,2023.08.31 12:00,15,1,0,0,-11,8,0,-27,0,6,1,7,10,-6,0,36,-17,4,5,-13,8,7,-16,4,1,-55,3,3,-16,7,5,0,6,10,30,1,10,5,0,10,25,0,16,-5,2,D,D,D,D
Core Personal Consumption Expenditures - Price Index,2023.08.31 15:30,6,-13,13,10,10,3,6,6,1,0,10,11,4,-12,7,45,-10,78,5,93,2,14,1,45,15,-28,34,11,-13,11,9,-3,12,4,-41,0,10,-40,2,9,-7,10,12,-15,9,N,N,N,N
Average Hourly Earnings,2023.09.01 15:30,1,9,7,0,-19,1,0,-11,6,4,10,0,0,-26,0,18,213,55,0,137,0,37,-35,23,31,34,15,3,30,20,20,-44,0,0,25,20,0,-39,11,2,20,7,1,-24,22,3U,U,3U,3U
ISM Manufacturing PMI,2023.09.01 17:00,6,16,10,9,-3,18,4,52,10,22,-3,12,0,12,12,0,-223,18,1,30,76,20,-5,35,28,18,37,22,49,0,18,-44,7,21,12,37,0,-19,15,37,-14,10,19,45,0,2D|U,D,2D|U,2D|U
ECB's President Lagarde speech,2023.09.04 16:30,0,-5,0,0,5,0,0,-2,2,4,-5,0,4,6,0,1,5,1,3,0,6,10,4,2,4,5,2,0,-9,4,4,0,5,1,1,1,2,3,1,0,-5,1,4,-2,2,N,N,N,N
ECB's President Lagarde speech,2023.09.05 10:00,12,-5,3,2,20,1,0,-7,7,0,-20,2,1,7,6,11,16,9,1,-5,20,6,-8,1,3,26,5,3,-5,9,12,-3,1,0,3,19,0,16,5,8,-1,9,7,-11,0,N,N,N,N
Retail Sales,2023.09.06 12:00,0,2,0,3,26,0,11,-6,0,1,-17,1,7,-1,2,8,-5,0,15,-1,1,4,-11,2,2,8,11,12,0,2,0,-4,8,7,-3,1,1,-6,1,5,2,4,0,-2,6,N,N,N,N
ISM Services PMI,2023.09.06 17:00,4,-1,8,6,4,8,0,-17,4,0,-6,7,2,-9,4,3,-152,13,11,31,19,2,-29,38,19,30,0,42,2,15,6,20,6,2,13,25,29,28,2,14,29,4,5,-10,20,3D|U,D,3D|U,3D|U
Gross Domestic Product s.a.,2023.09.07 12:00,0,-11,3,0,-19,0,4,-5,1,2,-3,5,1,-17,0,0,-19,14,0,21,0,0,-3,9,3,23,0,11,2,0,7,3,2,5,-5,0,10,6,7,0,6,0,13,0,3,N,N,N,N
Harmonized Index of Consumer Prices,2023.09.08 09:00,1,4,2,0,27,0,6,-2,3,1,-3,1,0,-9,3,0,-6,8,2,0,8,2,1,7,1,14,0,4,-3,4,0,-10,5,4,-6,6,9,18,0,4,6,4,7,-1,3,N,N,N,N
Consumer Price Index,2023.09.13 15:30,2,-3,9,7,20,0,7,-1,1,0,59,0,46,-14,13,75,-126,121,3,-73,72,2,128,10,56,121,0,12,-85,0,49,144,29,81,30,4,43,45,14,0,-37,61,28,-87,3,3D|2U|D|U,D,3D|2U|D|U,3D|2U|D|U
ECB Main Refinancing Operations Rate,2023.09.14 15:15,1,-10,2,1,8,4,1,-8,4,5,-7,2,5,22,1,152,-180,123,39,-80,12,3,-79,46,64,68,51,19,29,10,67,-64,62,8,-27,19,44,7,26,9,-14,7,15,11,12,4D|U|D,D,4D|U|D,4D|U|D
Producer Price Index ex Food & Energy,2023.09.14 15:30,10,32,18,49,-6,0,4,12,20,7,1,4,0,-20,0,0,-299,30,0,-107,44,46,70,1,48,34,4,16,-8,74,1,7,51,1,-33,4,18,27,1,29,29,1,28,14,9,4D|U,D,4D|U,4D|U
ECB Press Conference,2023.09.14 15:45,4,-39,6,8,40,12,11,-1,18,29,22,3,17,48,6,0,-23,23,64,4,27,2,16,14,5,-18,45,1,-68,0,1,77,9,6,15,14,12,39,0,32,-5,22,1,31,16,D,D,D,D
ECB's President Lagarde speech,2023.09.15 12:45,7,3,0,0,-3,1,3,-2,7,1,-10,1,2,-1,1,1,5,0,9,-3,1,3,-4,0,6,3,0,3,3,3,2,-2,8,2,9,0,4,-7,0,5,0,4,6,-3,3,N,N,N,N
Michigan Consumer Sentiment Index,2023.09.15 17:00,10,19,0,1,-20,0,3,7,15,2,-3,1,14,-6,4,80,47,0,33,56,11,22,39,7,3,24,11,5,-9,29,6,15,4,8,22,0,0,14,16,1,-50,13,1,6,25,2U,U,2U,2U
FOMC Economic Projections,2023.09.20 21:00,8,14,0,3,5,3,4,-8,1,9,2,0,0,-15,8,0,-269,32,3,-60,73,15,-12,60,15,-76,0,2,-8,100,1,-5,65,67,92,32,6,-6,41,0,-54,20,0,-39,24,5D|U|D,D,5D|U|D,5D|U|D
FOMC Press Conference,2023.09.20 21:30,17,57,18,4,-19,18,11,17,0,3,-20,23,14,-20,20,6,-15,37,36,152,3,10,7,54,58,-6,8,1,-92,0,44,38,10,29,0,16,65,3,24,13,-5,26,16,21,8,U|D,U,U|D,U|D
ECB's President Lagarde speech,2023.09.21 17:00,8,-45,2,6,12,6,19,-5,3,7,-17,2,1,-11,11,35,14,1,1,1,18,10,31,1,7,-25,0,9,-25,2,13,-9,0,8,0,16,7,20,11,6,1,16,12,0,4,N,N,N,N
HCOB Composite PMI,2023.09.22 10:30,1,-18,6,5,30,5,10,-17,12,7,-26,24,22,9,7,136,32,2,16,31,32,46,-1,15,31,32,9,0,27,7,6,-18,25,6,14,13,16,0,7,13,0,9,1,-4,8,4U,U,4U,4U
HCOB Composite PMI,2023.09.22 11:00,7,9,7,0,6,12,2,-15,3,0,-23,0,0,-8,5,28,16,5,1,-9,1,2,16,5,3,-2,5,4,-9,2,0,-4,17,19,0,6,0,-18,4,0,-21,3,5,0,2,N,N,N,N
S&P Global Manufacturing PMI,2023.09.22 16:45,1,-15,6,19,-4,1,4,7,6,0,-17,1,9,9,1,14,85,0,5,-12,10,18,-10,5,1,28,7,3,31,6,4,-4,17,1,-26,9,19,7,0,0,29,1,1,29,13,U,U,U,U
ECB's President Lagarde speech,2023.09.25 16:00,7,-28,0,2,-10,0,0,-8,8,7,4,2,2,18,4,1,10,0,10,2,8,10,-6,0,2,-15,9,0,-11,7,1,-29,1,21,-9,0,4,2,18,4,15,6,3,13,0,N,N,N,N
Consumer Price Index,2023.09.28 15:00,5,-2,4,1,-4,0,5,2,4,2,-18,0,1,-7,8,14,-25,8,4,-26,0,4,35,3,13,13,0,0,15,7,7,-12,11,10,-5,0,18,-5,1,14,-11,1,0,-10,5,N,N,N,N
Gross Domestic Product Annualized,2023.09.28 15:30,2,14,1,14,-5,2,0,-2,14,0,-15,0,3,-24,0,15,109,52,33,47,1,21,4,30,11,18,23,8,20,15,13,-14,31,11,-31,9,1,-19,18,0,-56,0,9,12,11,2U|D,U,2U|D,2U|D
Fed's Chair Powell speech,2023.09.28 23:00,3,8,1,0,13,3,0,5,10,0,-6,2,2,2,7,2,7,10,3,-2,4,4,-3,0,0,-4,3,1,-6,1,1,0,2,6,-1,1,1,0,0,0,4,0,0,2,1,N,N,N,N
Retail Sales,2023.09.29 09:00,10,3,2,1,-25,0,0,-15,1,3,7,9,3,-5,3,7,18,4,2,6,4,13,-3,0,8,-4,1,4,2,2,0,32,1,3,10,1,8,-2,2,1,15,2,3,4,2,N,N,N,N
Core Harmonized Index of Consumer Prices,2023.09.29 12:00,9,-1,7,37,36,0,12,-22,0,3,8,8,0,-31,5,1,-37,10,3,0,5,1,1,10,5,-8,0,9,4,1,5,15,0,1,18,10,9,-14,2,11,13,0,7,10,0,N,N,N,N
Core Personal Consumption Expenditures - Price Index,2023.09.29 15:30,2,18,4,3,-6,3,0,-2,15,0,2,6,2,-3,4,47,51,25,1,-56,24,0,-48,17,4,-66,0,29,10,4,5,29,2,9,-11,30,3,59,3,34,24,17,14,51,5,D|U,D,D|U,D|U
ISM Manufacturing PMI,2023.10.02 17:00,7,-15,3,12,-9,2,1,12,3,4,-5,0,3,-5,5,56,63,88,8,-13,14,35,15,3,15,-26,15,10,0,12,8,-12,8,0,-98,3,0,-25,18,10,-4,11,22,4,6,U|D,U,U|D,U|D
Fed's Chair Powell speech,2023.10.02 18:00,5,18,6,17,5,4,2,-22,7,3,23,0,5,1,3,0,34,0,9,-1,5,5,15,1,2,13,6,18,-13,5,5,13,11,0,-15,7,11,-21,0,0,16,12,0,10,10,N,N,N,N
ECB's President Lagarde speech,2023.10.04 11:15,0,14,12,3,0,6,4,30,3,17,-9,1,7,2,8,1,5,9,2,6,4,8,-8,0,8,19,0,6,-1,5,4,-36,0,9,7,5,2,-14,3,0,8,5,2,13,0,N,N,N,N
Retail Sales,2023.10.04 12:00,4,10,3,1,19,4,0,18,5,0,-9,6,2,-12,3,1,-11,3,5,10,0,1,6,5,4,11,6,3,23,1,1,-8,8,4,3,11,1,7,11,2,55,0,5,-8,15,U,U,U,U
ADP Employment Change,2023.10.04 15:15,12,8,8,16,8,0,9,6,0,4,-5,1,9,-5,14,45,212,3,23,-2,28,33,-18,15,0,-34,4,0,-15,21,12,-31,20,7,46,8,2,5,23,3,0,19,2,-23,36,2U|D,U,2U|D,2U|D
ISM Services PMI,2023.10.04 17:00,14,19,2,5,-33,2,0,15,12,8,-3,3,12,-6,6,72,30,62,13,-35,1,10,-49,7,15,-6,22,15,-17,29,17,-11,6,11,34,7,12,-16,8,8,-25,22,7,11,8,2D,D,2D,2D
ECB's President Lagarde speech,2023.10.04 19:00,15,-9,3,19,-1,3,6,3,2,8,2,1,5,-2,3,0,2,8,1,-21,0,1,-9,5,10,-6,1,0,17,6,0,12,12,8,12,1,2,-19,1,7,-4,1,9,2,4,N,N,N,N
Average Hourly Earnings,2023.10.06 15:30,4,-17,19,3,-14,5,0,11,16,4,-13,9,7,-30,9,45,-214,143,3,-86,73,22,-120,6,9,-34,16,0,-69,0,5,77,0,0,39,31,37,2,29,20,-34,13,7,50,5,6D|U,D,6D|U,6D|U
ECB's President Lagarde speech,2023.10.10 15:00,0,-16,5,6,24,0,1,20,3,2,-23,8,7,11,4,20,-6,6,0,21,2,5,1,5,3,14,13,10,4,19,3,3,8,7,-1,7,6,-12,3,1,12,1,6,20,0,N,N,N,N
Harmonized Index of Consumer Prices,2023.10.11 09:00,2,-16,0,1,-7,2,1,-10,1,2,4,0,2,4,2,4,-8,16,9,-1,5,1,6,6,0,-14,0,1,14,2,0,-5,5,1,12,1,7,-5,2,1,3,4,0,9,0,N,N,N,N
Producer Price Index ex Food & Energy,2023.10.11 15:30,1,24,2,4,-26,0,2,19,7,0,-5,8,3,-4,12,3,-121,102,4,49,11,20,9,19,20,-25,3,0,38,21,9,21,2,43,0,2,0,-29,36,31,1,5,11,0,4,2D|U,D,2D|U,2D|U
FOMC Minutes,2023.10.11 21:00,5,2,4,0,14,0,0,8,11,2,-13,6,6,5,8,36,38,3,27,1,5,11,-24,9,28,-6,0,10,-18,0,1,16,7,14,3,6,21,-1,1,5,25,0,0,-9,2,N,N,N,N
Consumer Price Index,2023.10.12 15:30,4,18,0,6,0,2,5,7,8,1,7,4,5,21,8,10,-207,76,31,-174,0,24,5,38,20,22,25,10,-8,27,14,-75,0,32,17,32,3,-15,23,23,29,10,1,-9,18,3D,D,3D,3D
Michigan Consumer Sentiment Index,2023.10.13 17:00,9,9,11,0,20,9,4,-19,7,7,-3,5,2,-17,1,0,-71,52,45,15,13,23,17,6,2,-2,41,0,46,1,13,-16,0,8,-30,3,1,-44,11,18,6,5,0,37,5,D,D,D,D
