entry,sl,tp,invalidation,dir,t_open,exit_time,exit_px,close_kind,R,sim_pnl_usd
1.16415,1.163855192543063,1.16522,1.16397,buy,2026-05-25 17:45:00,2026-05-25 18:00:00,1.16437,INVALIDATE,0.7462497804009774,0.21999999999988695
1.16392,1.16392,1.16436,1.16377,buy,2026-05-26 01:15:00,2026-05-26 02:30:00,1.16392,SL,0.0,0.0
1.1636,1.163285192543063,1.16426,1.1634,buy,2026-05-26 04:15:00,2026-05-26 04:30:00,1.163285192543063,SL,-1.0,-0.3148074569370163
1.16332,1.163065192543063,1.16522,1.16318,buy,2026-05-27 02:00:00,2026-05-27 02:15:00,1.16362,INVALIDATE,1.17735957811684,0.300000000000189
1.16443,1.164315192543063,1.16559,1.16443,buy,2026-05-29 05:45:00,2026-05-29 06:00:00,1.164315192543063,SL,-1.0,-0.11480745693703831
1.15369,1.153924807456937,1.15264,1.15381,sell,2026-06-09 06:30:00,2026-06-09 06:45:00,1.15374,INVALIDATE,-0.21294042639076954,-0.04999999999988347
1.13692,1.137174807456937,1.13484,1.13706,sell,2026-06-25 12:15:00,2026-06-25 12:30:00,1.137174807456937,SL,-1.0,-0.2548074569370673
1.14431,1.143845192543063,1.14567,1.14396,buy,2026-07-03 17:30:00,2026-07-03 18:15:00,1.143845192543063,SL,-1.0,-0.46480745693688874
1.14189,1.14189,1.14602,1.14155,buy,2026-07-15 00:30:00,2026-07-15 12:30:00,1.14189,SL,0.0,0.0
1.14141,1.141774807456937,1.14054,1.14166,sell,2026-07-20 23:15:00,2026-07-20 23:30:00,1.14127,INVALIDATE,0.3837640852397505,0.140000000000029
1.14078,1.141064807456937,1.13948,1.14095,sell,2026-07-22 11:15:00,2026-07-22 11:30:00,1.141064807456937,SL,-1.0,-0.2848074569370418
1.14095,1.141384807456937,1.13948,1.14127,sell,2026-07-22 16:00:00,2026-07-22 16:15:00,1.141384807456937,SL,-1.0,-0.4348074569371363
1.13793,1.1381448074569371,1.13745,1.13803,sell,2026-07-24 09:00:00,2026-07-24 09:15:00,1.1381448074569371,SL,-1.0,-0.2148074569370273
1.13847,1.1388248074569371,1.13745,1.13871,sell,2026-07-24 12:00:00,2026-07-24 12:15:00,1.13866,INVALIDATE,-0.5355017102518759,-0.18999999999991246
1.13883,1.138355192543063,1.14047,1.13847,buy,2026-07-29 03:30:00,2026-07-29 03:45:00,1.13903,INVALIDATE,0.4212233760821796,0.19999999999997797
1.15122,1.15122,1.15305,1.15132,buy,2026-07-31 09:30:00,2026-07-31 09:45:00,1.15165,INVALIDATE,0.0,0.4300000000001525
1.15216,1.151875192543063,1.15555,1.15199,buy,2026-08-03 12:45:00,2026-08-03 13:15:00,1.151875192543063,SL,-1.0,-0.2848074569370418
1.15214,1.151875192543063,1.15298,1.15199,buy,2026-08-03 14:15:00,2026-08-03 14:45:00,1.15298,TP,3.1721161092532157,0.839999999999952
1.15274,1.15274,1.15172,1.15266,sell,2026-08-13 12:00:00,2026-08-13 12:15:00,1.15274,SL,0.0,0.0
1.15812,1.157995192543063,1.15913,1.15811,buy,2026-08-18 04:15:00,2026-08-18 04:30:00,1.15806,INVALIDATE,-0.48074050599545287,-0.05999999999994898
1.16645,1.166594807456937,1.16577,1.16648,sell,2026-08-25 02:30:00,2026-08-25 02:45:00,1.166594807456937,SL,-1.0,-0.1448074569370128
1.16517,1.16517,1.16439,1.16539,sell,2026-08-28 03:15:00,2026-08-28 08:00:00,1.16439,TP,0.0,0.7800000000000029
1.16471,1.16471,1.16388,1.16486,sell,2026-08-28 14:30:00,2026-08-28 15:30:00,1.16388,TP,0.0,0.8299999999998864
1.1592,1.159354807456937,1.15841,1.15924,sell,2026-09-02 02:30:00,2026-09-02 02:45:00,1.159,INVALIDATE,1.2919274300931656,0.19999999999997797
1.16202,1.161695192543063,1.16326,1.16181,buy,2026-09-04 13:45:00,2026-09-04 14:00:00,1.16213,INVALIDATE,0.3386621755465501,0.1100000000000545
1.16392,1.163445192543063,1.16524,1.16356,buy,2026-09-10 10:45:00,2026-09-10 11:00:00,1.16352,INVALIDATE,-0.8424467521639653,-0.39999999999995595
1.15396,1.154144807456937,1.15317,1.15403,sell,2026-09-15 15:00:00,2026-09-15 15:15:00,1.15413,INVALIDATE,-0.9198763016262453,-0.17000000000000348
1.15408,1.154404807456937,1.15313,1.15429,sell,2026-09-16 06:45:00,2026-09-16 07:00:00,1.15421,INVALIDATE,-0.400237116554703,-0.12999999999996348
