datetime,entry,sell_proba,agent_technical,tech_reason,agent_fundamental,fund_reason,both_confirm
2026-04-01 06:00:00,158.852,0.30061197851136634,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-02 01:00:00,158.603,0.28620756140144976,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-02 08:00:00,159.436,0.28629341863106594,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-02 13:00:00,159.678,0.29277475596858155,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-02 18:00:00,159.336,0.41085375210695996,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-02 23:00:00,159.533,0.31663906297938105,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-03 04:00:00,159.638,0.3448781677982877,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-03 09:00:00,159.629,0.413818777735446,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-03 14:00:00,159.551,0.6159912122279327,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-03 19:00:00,159.626,0.5269215431032177,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-06 00:00:00,159.497,0.36302329917741627,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-06 05:00:00,159.55,0.3049404955275955,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-06 15:00:00,159.398,0.3012081520392904,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-06 20:00:00,159.766,0.2880947756811735,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-07 03:00:00,159.821,0.28413109842546436,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-07 08:00:00,159.764,0.3034533237358293,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-07 13:00:00,159.777,0.3002705297835937,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-08 01:00:00,158.912,0.3163143834530351,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-08 08:00:00,158.27,0.29647679329160087,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-08 13:00:00,158.427,0.2901069061687795,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-09 06:00:00,158.748,0.3035572926959277,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-09 11:00:00,158.994,0.31683394660674136,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-09 16:00:00,159.077,0.35716954924342714,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-09 21:00:00,159.003,0.36000033888374794,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-10 02:00:00,159.086,0.3119170437069639,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-10 07:00:00,159.179,0.3222838903530572,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-10 12:00:00,159.24,0.4135270022443412,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-10 17:00:00,159.119,0.41834252334539007,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-10 22:00:00,159.295,0.322167327682804,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-13 03:00:00,159.699,0.29383986781927485,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-13 08:00:00,159.673,0.4010659727241347,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-13 13:00:00,159.681,0.37228163392533437,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-13 18:00:00,159.739,0.3755599746764335,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-13 23:00:00,159.435,0.2968888310922405,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-14 04:00:00,159.202,0.3186220510905383,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-14 09:00:00,159.151,0.39630220098459956,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-14 14:00:00,158.767,0.31863377203973864,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-14 19:00:00,158.83,0.2885275016762095,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
2026-04-15 00:00:00,158.766,0.3027424682311275,REJECT,Weak signal or uptrend conflict,REJECT,No clear catalyst found,False
2026-04-15 05:00:00,159.033,0.35633543142276203,REJECT,Weak signal or uptrend conflict,CONFIRM,Bearish macro catalyst cited,False
