feature,rf_imp,lgbm_imp,logreg_imp,is_noise,avg_imp,rf_vote,lgbm_vote,logreg_vote,total_votes
cci_20,0.00941233127122492,112,0.06605914886508985,False,67.20942961426788,0,0,1,1
sma_50,0.010803247683742476,111,0.25945309269031674,False,66.62918628357416,1,0,1,2
roc_10,0.008398658616611905,109,0.6888720140888555,False,65.47140679899385,0,0,1,1
atr_lag_1,0.012602687833914846,109,0.2441756939526737,False,65.42819837574544,1,0,1,2
rsi_14,0.009176422108472831,105,0.009852881480247506,False,63.00373821478056,0,0,0,0
rsi_lag_2,0.009802543186448305,103,0.0246905557836385,False,61.8054098185343,0,0,0,0
body_size,0.007990024785656897,95,0.036508573573877504,False,57.00604786479308,0,0,0,0
noise_gaussian_2,0.00872147802957686,95,0.005490326874002896,True,57.00316547609628,0,0,0,0
bb_lower,0.009111346826982725,92,0.04300134797582112,False,55.20703353884567,0,0,0,0
ema_100,0.010463203208596403,90,0.48256855696694156,False,54.05139581665927,0,0,1,1
noise_gaussian_3,0.008662633224141307,90,0.017628595030698177,True,54.00436164947031,0,0,0,0
williams_r,0.009614626951535263,86,0.052413307496087184,False,51.60812571883507,0,0,0,0
hour_sin,0.005042525166895949,79,0.0367635635352693,False,47.405189113903596,0,0,0,0
ema_50,0.009495779349908683,77,0.15731622248959154,False,46.21858035605393,0,0,1,1
bb_upper,0.009452158623355142,74,0.08412603157543619,False,44.41124825074455,0,0,1,1
body_ratio,0.00826012445535431,72,0.01187303881260253,False,43.203665341217864,0,0,0,0
close_lag_1,0.009516427033033193,70,0.05440121490310071,False,42.00829504960022,0,0,0,0
sma_10,0.008810077796985711,66,0.0964856853125247,False,39.61229159187035,0,0,1,1
high_events_next_4h,0.0035627937963385982,62,0.027109012777890937,False,37.20377973941668,0,0,0,0
momentum_10,0.008645771580999153,61,1.3288010715020708,False,36.73547383862451,0,0,1,1
ema_10,0.009206591687163274,56,0.09248262679667242,False,33.61201024018582,0,0,1,1
sma_20,0.009114029247180633,53,0.020493503710621277,False,31.804783559145214,0,0,0,0
day_of_week,0.003945849676695993,52,0.060832827260018076,False,31.207267037629013,0,0,1,1
close_lag_2,0.009095577394713042,51,0.35642834981726257,False,30.638371508200137,0,0,1,1
med_events_next_24h,0.009233053179563076,50,0.019330257574148257,False,30.004702941711283,0,0,0,0
noise_poisson_2,0.0034999193149510867,46,0.021842546428680797,True,27.60323423043735,0,0,0,0
dow_sin,0.004183201233366297,42,0.020011424581522507,False,25.20325610282816,0,0,0,0
close_lag_5,0.008381721971981433,40,0.018687707746238187,False,24.00438328736622,0,0,0,0
close_lag_3,0.009130237712118182,37,0.1466364486314195,False,22.217402716176775,0,0,1,1
wti_trend,0.0013213558688241393,35,0.041946106987227345,False,21.00459101745937,0,0,0,0
ema_20,0.009478898100019105,33,0.10933759405225238,False,19.813777428835234,0,0,1,1
dow_cos,0.002384144744868205,30,0.0049476354547243525,False,18.001210006968932,0,0,0,0
noise_poisson_1,0.0031017517769793175,29,0.008600408701272428,True,17.401790566403218,0,0,0,0
is_fomc_day,0.0006447366125151521,23,0.002395737469669829,False,13.80043299473072,0,0,0,0
dxy_trend,0.001165810931878972,20,0.0231966510639397,False,12.002669408385959,0,0,0,0
d1_trend,0.0011279827653891818,17,0.057143346768339494,False,10.20605272950645,0,0,1,1
return_10b,0.00809278294821878,15,0.6888720140888505,False,9.07131503629335,0,0,1,1
high_events_next_1h,0.0012503515402468416,14,0.006988276986605896,False,8.401073933160736,0,0,0,0
med_events_next_4h,0.0035097280433175307,13,0.027109012777890937,False,7.803763819690784,0,0,0,0
session_london,0.0023966008164494268,13,0.009829036904117254,False,7.801701883935347,0,0,0,0
is_nfp_day,0.00041686042480451943,10,0.023286128010385872,False,6.00245367092848,0,0,0,0
session_overlap,0.0009046300175939607,6,0.12116671459154113,False,3.6123880604644323,0,0,1,1
med_events_next_1h,0.0012039171473616065,4,0.006988276986605896,False,2.401060002842869,0,0,0,0
session_ny,0.0007481974990310939,1,0.09469103909057959,False,0.6096935631587673,0,0,1,1
session_asian,0.0007367844225818893,1,0.021062338626021637,False,0.6023272691893766,0,0,0,0
any_event_next_1h,0.000516998434253199,0,0.029051665072703868,False,0.0030602660375463465,0,0,0,0
is_boe_day,0.0,0,0.0,False,0.0,0,0,0,0
is_ecb_day,0.0,0,0.0,False,0.0,0,0,0,0
is_snb_day,0.0,0,0.0,False,0.0,0,0,0,0
